## ------------------------------------------------------------------------------------------------
## T2K Run 1-4 Numu-Disappearance Analysis -2dlnL Data ##
## Contents of this file include: 
##  (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal Hierarchy
##  (2) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{32} Normal Hierarchy
##  (3) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Inverted Hierarchy
##  (4) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{13} Inverted Hierarchy
##  (5) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{32}) Normal Hierarchy
##  (6) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{13}) Inverted Hierarchy
##  (7) 68% CL Feldman-Cousins Contours, Normal Hierarchy
##  (8) 90% CL Feldman-Cousins Contours, Normal Hierarchy
##  (9) 68% CL Feldman-Cousins Contours, Inverted Hierarchy
## (10) 90% CL Feldman-Cousins Contours, Inverted Hierarchy
## ------------------------------------------------------------------------------------------------
## (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal ##
## ------------------------------------------------------------------------------------------------
\sin^{2}(\theta_{23})	-2\Delta\lnL
0.492 	0.003825 108.348700283
0.492 	0.00385 111.505816057
0.492 	0.003875 114.662897407
0.492 	0.0039 118.068677632
0.492 	0.003925 121.168459742
0.492 	0.00395 124.25934134
0.492 	0.003975 127.338822234
0.492 	0.004 130.40435794
0.496 	0.002 21.0181909353
0.496 	0.002025 19.0257893683
0.496 	0.00205 17.1257019413
0.496 	0.002075 15.3189896016
0.496 	0.0021 13.6068166651
0.496 	0.002125 11.990315599
0.496 	0.00215 10.4706397586
0.496 	0.002175 9.04905080887
0.496 	0.0022 7.72688585121
0.496 	0.002225 6.50551369002
0.496 	0.00225 5.38635062864
0.496 	0.002275 4.37081009747
0.496 	0.0023 3.460169527
0.496 	0.002325 2.65583543668
0.496 	0.00235 1.95887246505
0.496 	0.002375 1.37023876082
0.496 	0.0024 0.890672383286
0.496 	0.002425 0.520670807493
0.496 	0.00245 0.26049796402
0.496 	0.002475 0.109962028209
0.496 	0.0025 0.0616829748351
0.496 	0.002525 0.0682400197145
0.496 	0.00255 0.150697498487
0.496 	0.002575 0.340323817201
0.496 	0.0026 0.637846850981
0.496 	0.002625 1.04250368781
0.496 	0.00265 1.55329236182
0.496 	0.002675 2.16902703055
0.496 	0.0027 2.88833576933
0.496 	0.002725 3.6646566395
0.496 	0.00275 4.56499568518
0.496 	0.002775 5.56199276362
0.496 	0.0028 6.65379859638
0.496 	0.002825 7.83868770885
0.496 	0.00285 9.11489117617
0.496 	0.002875 10.4807746155
0.496 	0.0029 11.9346835474
0.496 	0.002925 13.4750674603
0.496 	0.00295 15.1004620523
0.496 	0.002975 16.8093602176
0.496 	0.003 18.6002525111
0.496 	0.003025 20.4716238071
0.496 	0.00305 22.4216738282
0.496 	0.003075 24.4487871657
0.496 	0.0031 26.5509770498
0.496 	0.003125 28.7261132308
0.496 	0.00315 30.9720473845
0.496 	0.003175 33.286326747
0.496 	0.0032 35.6663177595
0.496 	0.003225 38.1096412342
0.496 	0.00325 40.6131799644
0.496 	0.003275 43.1732279935
0.496 	0.0033 45.7860633625
0.496 	0.003325 48.4504270482
0.496 	0.00335 51.1628991976
0.496 	0.003375 53.9204451183
0.496 	0.0034 56.7199582573
0.496 	0.003425 59.5583618175
0.496 	0.00345 62.4326606379
0.496 	0.003475 65.3399663354
0.496 	0.0035 68.2773160833
0.496 	0.003525 71.2400995204
0.496 	0.00355 74.2265830276
0.496 	0.003575 77.2344664849
0.496 	0.0036 80.2638259878
0.496 	0.003625 83.3162862311
0.496 	0.00365 86.3897766562
0.496 	0.003675 89.4817120399
0.496 	0.0037 92.5900120325
0.496 	0.003725 95.7122795417
0.496 	0.00375 98.8462545614
0.496 	0.003775 101.989635579
0.496 	0.0038 105.140130229
0.496 	0.003825 108.29539926
0.496 	0.00385 111.453085871
0.496 	0.003875 114.610807972
0.496 	0.0039 117.76618186
0.496 	0.003925 121.120574012
0.496 	0.00395 124.212197776
0.496 	0.003975 127.292494244
0.496 	0.004 130.358902096
0.5 	0.002 20.9532787231
0.5 	0.002025 18.96294594
0.5 	0.00205 17.0650105113
0.5 	0.002075 15.2605188261
0.5 	0.0021 13.5505664283
0.5 	0.002125 11.9362824583
0.5 	0.00215 10.4188412041
0.5 	0.002175 8.99948215974
0.5 	0.0022 7.67949984609
0.5 	0.002225 6.46032904564
0.5 	0.00225 5.34330523924
0.5 	0.002275 4.32986913181
0.5 	0.0023 3.42129354426
0.5 	0.002325 2.6189717529
0.5 	0.00235 1.92395629101
0.5 	0.002375 1.3372214901
0.5 	0.0024 0.85948267612
0.5 	0.002425 0.491248477872
0.5 	0.00245 0.232757845964
0.5 	0.002475 0.0838257820774
0.5 	0.0025 0.0369471584152
0.5 	0.002525 0.0440271529103
0.5 	0.00255 0.127060267958
0.5 	0.002575 0.317240711227
0.5 	0.0026 0.61522642281
0.5 	0.002625 1.02024726399
0.5 	0.00265 1.53130516371
0.5 	0.002675 2.14721000311
0.5 	0.0027 2.8406415199
0.5 	0.002725 3.64244424345
0.5 	0.00275 4.54258050748
0.5 	0.002775 5.53920540595
0.5 	0.0028 6.63058776399
0.5 	0.002825 7.8149185199
0.5 	0.00285 9.09045812833
0.5 	0.002875 10.4555523101
0.5 	0.0029 11.90857653
0.5 	0.002925 13.4480327604
0.5 	0.00295 15.0724170549
0.5 	0.002975 16.7802548159
0.5 	0.003 18.5700528842
0.5 	0.003025 20.440311414
0.5 	0.00305 22.3892836697
0.5 	0.003075 24.4153015344
0.5 	0.0031 26.5163578822
0.5 	0.003125 28.6904997467
0.5 	0.00315 30.9354276613
0.5 	0.003175 33.2488449215
0.5 	0.0032 35.627895882
0.5 	0.003225 38.0704082575
0.5 	0.00325 40.5732183503
0.5 	0.003275 43.131850315
0.5 	0.0033 45.7442411943
0.5 	0.003325 48.4079191985
0.5 	0.00335 51.1198684048
0.5 	0.003375 53.8768429433
0.5 	0.0034 56.6758085934
0.5 	0.003425 59.5182754818
0.5 	0.00345 62.3875418776
0.5 	0.003475 65.2967801364
0.5 	0.0035 68.2312503881
0.5 	0.003525 71.1942788875
0.5 	0.00355 74.1804745934
0.5 	0.003575 77.1880183247
0.5 	0.0036 80.2174761252
0.5 	0.003625 83.2697957407
0.5 	0.00365 86.3431976301
0.5 	0.003675 89.4352353845
0.5 	0.0037 92.543638868
0.5 	0.003725 95.6660693492
0.5 	0.00375 98.8002598584
0.5 	0.003775 101.943910598
0.5 	0.0038 105.094731955
0.5 	0.003825 108.250385728
0.5 	0.00385 111.408515594
0.5 	0.003875 114.566738814
0.5 	0.0039 117.722639325
0.5 	0.003925 121.079915235
0.5 	0.00395 124.172130008
0.5 	0.003975 127.253080264
0.5 	0.004 130.320206311
0.504 	0.002 20.9035120514
0.504 	0.002025 18.9148500685
0.504 	0.00205 17.018617364
0.504 	0.002075 15.2158467757
0.504 	0.0021 13.5076437448
0.504 	0.002125 11.8951205171
0.504 	0.00215 10.379441344
0.504 	0.002175 8.96183629261
0.504 	0.0022 7.64359546112
0.504 	0.002225 6.4261162898
0.504 	0.00225 5.31078589211
0.504 	0.002275 4.29898907379
0.504 	0.0023 3.39209292962
0.504 	0.002325 2.59149524168
0.504 	0.00235 1.89818176964
0.504 	0.002375 1.31298401343
0.504 	0.0024 0.836409865429
0.504 	0.002425 0.469566813168
0.504 	0.00245 0.212421266554
0.504 	0.002475 0.0647747021003
0.504 	0.0025 0.0190263164998
0.504 	0.002525 0.0264996224041
0.504 	0.00255 0.109858219102
0.504 	0.002575 0.300344936988
0.504 	0.0026 0.598569586075
0.504 	0.002625 1.00375543497
0.504 	0.00265 1.51490670203
0.504 	0.002675 2.13083029701
0.504 	0.0027 2.82395122091
0.504 	0.002725 3.62557960831
0.504 	0.00275 4.52543931137
0.504 	0.002775 5.52176031278
0.504 	0.0028 6.61262518434
0.504 	0.002825 7.79643279316
0.504 	0.00285 9.07135281453
0.504 	0.002875 10.4357747015
0.504 	0.0029 11.8880437458
0.504 	0.002925 13.4266890415
0.504 	0.00295 15.0502075194
0.504 	0.002975 16.7571895975
0.504 	0.003 18.5460203386
0.504 	0.003025 20.4153000317
0.504 	0.00305 22.36335038
0.504 	0.003075 24.3884264138
0.504 	0.0031 26.4886470162
0.504 	0.003125 28.6618735684
0.504 	0.00315 30.9059785223
0.504 	0.003175 33.2185397211
0.504 	0.0032 35.5969415705
0.504 	0.003225 38.038795605
0.504 	0.00325 40.5408691585
0.504 	0.003275 43.0987174757
0.504 	0.0033 45.7104235231
0.504 	0.003325 48.3735586169
0.504 	0.00335 51.0850009907
0.504 	0.003375 53.8415706121
0.504 	0.0034 56.6400700863
0.504 	0.003425 59.4775327023
0.504 	0.00345 62.350989741
0.504 	0.003475 65.2574366031
0.504 	0.0035 68.1940833838
0.504 	0.003525 71.1570206766
0.504 	0.00355 74.142956366
0.504 	0.003575 77.1502924951
0.504 	0.0036 80.1796088267
0.504 	0.003625 83.2319780243
0.504 	0.00365 86.3052932933
0.504 	0.003675 89.3973190137
0.504 	0.0037 92.5057778795
0.504 	0.003725 95.6283087512
0.504 	0.00375 98.7626379477
0.504 	0.003775 101.906472659
0.504 	0.0038 105.057530391
0.504 	0.003825 108.213454801
0.504 	0.00385 111.371907743
0.504 	0.003875 114.530500691
0.504 	0.0039 117.686820937
0.504 	0.003925 121.046299017
0.504 	0.00395 124.138959488
0.504 	0.003975 127.220406969
0.504 	0.004 130.288090709
0.508 	0.002 20.8687096235
0.508 	0.002025 18.8813062839
0.508 	0.00205 16.986298103
0.508 	0.002075 15.1847727367
0.508 	0.0021 13.477832411
0.508 	0.002125 11.8665763763
0.508 	0.00215 10.3521678042
0.508 	0.002175 8.9358274418
0.508 	0.0022 7.61886449606
0.508 	0.002225 6.40262854462
0.508 	0.00225 5.28851979851
0.508 	0.002275 4.27792003665
0.508 	0.0023 3.37221056289
0.508 	0.002325 2.5726377565
0.508 	0.00235 1.88032553739
0.508 	0.002375 1.29620488256
0.508 	0.0024 0.820994063548
0.508 	0.002425 0.45520105341
0.508 	0.00245 0.199051796936
0.508 	0.002475 0.0523616621674
0.508 	0.0025 0.00747014869239
0.508 	0.002525 0.0152010056643
0.508 	0.00255 0.0986302625174
0.508 	0.002575 0.28917217935
0.508 	0.0026 0.587404328459
0.508 	0.002625 0.992550656244
0.508 	0.00265 1.5036132951
0.508 	0.002675 2.11940096408
0.508 	0.0027 2.81218069657
0.508 	0.002725 3.61355660958
0.508 	0.00275 4.51309129958
0.508 	0.002775 5.50899954124
0.508 	0.0028 6.59946715977
0.508 	0.002825 7.78277039809
0.508 	0.00285 9.05714897596
0.508 	0.002875 10.4209764495
0.508 	0.0029 11.8726084206
0.508 	0.002925 13.4105771323
0.508 	0.00295 15.0333934459
0.508 	0.002975 16.7396047116
0.508 	0.003 18.5277368454
0.508 	0.003025 20.3962673133
0.508 	0.00305 22.3435750577
0.508 	0.003075 24.3679169969
0.508 	0.0031 26.4674243586
0.508 	0.003125 28.6400055049
0.508 	0.00315 30.8833771232
0.508 	0.003175 33.1953457094
0.508 	0.0032 35.5731438287
0.508 	0.003225 38.0144564589
0.508 	0.00325 40.5160664125
0.508 	0.003275 43.073136638
0.508 	0.0033 45.6843402722
0.508 	0.003325 48.3470437819
0.508 	0.00335 51.0581149647
0.508 	0.003375 53.8142751298
0.508 	0.0034 56.6124135344
0.508 	0.003425 59.4495752106
0.508 	0.00345 62.3226408738
0.508 	0.003475 65.2288248271
0.508 	0.0035 68.1650706349
0.508 	0.003525 71.1281720065
0.508 	0.00355 74.1138732165
0.508 	0.003575 77.1210156609
0.508 	0.0036 80.1502611222
0.508 	0.003625 83.2025160241
0.508 	0.00365 86.2758069153
0.508 	0.003675 89.3677937158
0.508 	0.0037 92.4762442792
0.508 	0.003725 95.5988130821
0.508 	0.00375 98.7332135668
0.508 	0.003775 101.877160553
0.508 	0.0038 105.028353208
0.508 	0.003825 108.184453405
0.508 	0.00385 111.343114482
0.508 	0.003875 114.5019513
0.508 	0.0039 117.658550994
0.508 	0.003925 121.019583994
0.508 	0.00395 124.112552076
0.508 	0.003975 127.194344269
0.508 	0.004 130.26239866
0.512 	0.002 20.8488566558
0.512 	0.002025 18.8621496268
0.512 	0.00205 16.9678781432
0.512 	0.002075 15.1671447617
0.512 	0.0021 13.4609696022
0.512 	0.002125 11.8504789795
0.512 	0.00215 10.3368395732
0.512 	0.002175 8.9212710372
0.512 	0.0022 7.60506904247
0.512 	0.002225 6.3895918894
0.512 	0.00225 5.27624276439
0.512 	0.002275 4.26639030221
0.512 	0.0023 3.36140671136
0.512 	0.002325 2.56255732551
0.512 	0.00235 1.87095094576
0.512 	0.002375 1.28754543252
0.512 	0.0024 0.812999254334
0.512 	0.002425 0.447866551449
0.512 	0.00245 0.192357073477
0.512 	0.002475 0.0462872679564
0.512 	0.0025 0.00197839228099
0.512 	0.002525 0.00984037237322
0.512 	0.00255 0.0930813232642
0.512 	0.002575 0.283415305488
0.512 	0.0026 0.581418626143
0.512 	0.002625 0.986314366839
0.512 	0.00265 1.49710475996
0.512 	0.002675 2.11259721635
0.512 	0.0027 2.80505862022
0.512 	0.002725 3.60605120169
0.512 	0.00275 4.50520797833
0.512 	0.002775 5.50073417658
0.512 	0.0028 6.59075333717
0.512 	0.002825 7.77360670557
0.512 	0.00285 9.04751789891
0.512 	0.002875 10.4108350044
0.512 	0.0029 11.8620060795
0.512 	0.002925 13.3994071061
0.512 	0.00295 15.021682829
0.512 	0.002975 16.7273465975
0.512 	0.003 18.5149236358
0.512 	0.003025 20.3829459096
0.512 	0.00305 22.3297354279
0.512 	0.003075 24.3534643602
0.512 	0.0031 26.4524407279
0.512 	0.003125 28.6244861346
0.512 	0.00315 30.8674236638
0.512 	0.003175 33.1788909717
0.512 	0.0032 35.5563000232
0.512 	0.003225 37.9971371715
0.512 	0.00325 40.4984449265
0.512 	0.003275 43.0548034265
0.512 	0.0033 45.6657874082
0.512 	0.003325 48.3281997719
0.512 	0.00335 51.0389638229
0.512 	0.003375 53.7947849939
0.512 	0.0034 56.592716809
0.512 	0.003425 59.4295982885
0.512 	0.00345 62.302538946
0.512 	0.003475 65.2084192451
0.512 	0.0035 68.1445438696
0.512 	0.003525 71.1075294974
0.512 	0.00355 74.0930681174
0.512 	0.003575 77.1000734213
0.512 	0.0036 80.1292393944
0.512 	0.003625 83.1814383207
0.512 	0.00365 86.254532721
0.512 	0.003675 89.3464969223
0.512 	0.0037 92.4549242583
0.512 	0.003725 95.5774807015
0.512 	0.00375 98.7118933314
0.512 	0.003775 101.855865475
0.512 	0.0038 105.007104719
0.512 	0.003825 108.163279987
0.512 	0.00385 111.322037632
0.512 	0.003875 114.480993769
0.512 	0.0039 117.637735864
0.512 	0.003925 120.999680543
0.512 	0.00395 124.092818962
0.512 	0.003975 127.174806115
0.512 	0.004 130.243085149
0.516 	0.002 20.8438244006
0.516 	0.002025 18.8574048125
0.516 	0.00205 16.9633895576
0.516 	0.002075 15.162882257
0.516 	0.0021 13.4569699365
0.516 	0.002125 11.8467411275
0.516 	0.00215 10.3333653255
0.516 	0.002175 8.91806242137
0.516 	0.0022 7.60212843024
0.516 	0.002225 6.38692148787
0.516 	0.00225 5.27384509648
0.516 	0.002275 4.26425989023
0.516 	0.0023 3.35956105741
0.516 	0.002325 2.56099049778
0.516 	0.00235 1.86993228862
0.516 	0.002375 1.28652834611
0.516 	0.0024 0.812273931551
0.516 	0.002425 0.447421526997
0.516 	0.00245 0.192191685712
0.516 	0.002475 0.0464028739314
0.516 	0.0025 0.00240360542443
0.516 	0.002525 0.0102774328107
0.516 	0.00255 0.0930655310713
0.516 	0.002575 0.282927891844
0.516 	0.0026 0.580463263723
0.516 	0.002625 0.984895484961
0.516 	0.00265 1.49522741602
0.516 	0.002675 2.11026708913
0.516 	0.0027 2.80235262471
0.516 	0.002725 3.60290689289
0.516 	0.00275 4.50163289949
0.516 	0.002775 5.49671078463
0.516 	0.0028 6.58634086466
0.516 	0.002825 7.7687759296
0.516 	0.00285 9.04230611898
0.516 	0.002875 10.4052170933
0.516 	0.0029 11.8559903006
0.516 	0.002925 13.3930296028
0.516 	0.00295 15.0149713371
0.516 	0.002975 16.7202686552
0.516 	0.003 18.5074461198
0.516 	0.003025 20.3750763523
0.516 	0.00305 22.3215555849
0.516 	0.003075 24.3450149232
0.516 	0.0031 26.4435873431
0.516 	0.003125 28.6153366592
0.516 	0.00315 30.8579261366
0.516 	0.003175 33.1690658999
0.516 	0.0032 35.5461576087
0.516 	0.003225 37.9867983549
0.516 	0.00325 40.4877969878
0.516 	0.003275 43.0440574067
0.516 	0.0033 45.6547374314
0.516 	0.003325 48.3169385453
0.516 	0.00335 51.0274274706
0.516 	0.003375 53.783124347
0.516 	0.0034 56.5808386089
0.516 	0.003425 59.4175687251
0.516 	0.00345 62.2903007196
0.516 	0.003475 65.1992404542
0.516 	0.0035 68.1321547979
0.516 	0.003525 71.0950105481
0.516 	0.00355 74.0804680325
0.516 	0.003575 77.0873786316
0.516 	0.0036 80.116420982
0.516 	0.003625 83.1685088574
0.516 	0.00365 86.2415424835
0.516 	0.003675 89.3334024541
0.516 	0.0037 92.4417636143
0.516 	0.003725 95.5642486668
0.516 	0.00375 98.6986054044
0.516 	0.003775 101.842528862
0.516 	0.0038 104.993736347
0.516 	0.003825 108.149886717
0.516 	0.00385 111.308629438
0.516 	0.003875 114.467581714
0.516 	0.0039 117.624331126
0.516 	0.003925 120.986543234
0.516 	0.00395 124.079717172
0.516 	0.003975 127.161750969
0.516 	0.004 130.230090837
0.52 	0.002 20.8536089895
0.52 	0.002025 18.8669742357
0.52 	0.00205 16.9727111708
0.52 	0.002075 15.1719871542
0.52 	0.0021 13.4658304325
0.52 	0.002125 11.8553601406
0.52 	0.00215 10.3417427271
0.52 	0.002175 8.92620265529
0.52 	0.0022 7.61004081264
0.52 	0.002225 6.3946162147
0.52 	0.00225 5.28130945388
0.52 	0.002275 4.27155106926
0.52 	0.0023 3.36667371748
0.52 	0.002325 2.56793793302
0.52 	0.00235 1.87673405918
0.52 	0.002375 1.29318833733
0.52 	0.0024 0.818820063612
0.52 	0.002425 0.45386844387
0.52 	0.00245 0.198558619098
0.52 	0.002475 0.0527120856002
0.52 	0.0025 0.00875245921952
0.52 	0.002525 0.0165268032183
0.52 	0.00255 0.0985989180697
0.52 	0.002575 0.287725636955
0.52 	0.0026 0.584553589359
0.52 	0.002625 0.988308946407
0.52 	0.00265 1.49799570926
0.52 	0.002675 2.11242322761
0.52 	0.0027 2.80407544943
0.52 	0.002725 3.60413642783
0.52 	0.00275 4.50237814412
0.52 	0.002775 5.49703160112
0.52 	0.0028 6.58624062272
0.52 	0.002825 7.7683104441
0.52 	0.00285 9.04151268761
0.52 	0.002875 10.4041489286
0.52 	0.0029 11.8546220441
0.52 	0.002925 13.3914516182
0.52 	0.00295 15.0131688355
0.52 	0.002975 16.7182543869
0.52 	0.003 18.5053036082
0.52 	0.003025 20.3727702642
0.52 	0.00305 22.3190545313
0.52 	0.003075 24.342356313
0.52 	0.0031 26.4409062973
0.52 	0.003125 28.6124468078
0.52 	0.00315 30.8549158093
0.52 	0.003175 33.1659907336
0.52 	0.0032 35.5429232131
0.52 	0.003225 37.9833972116
0.52 	0.00325 40.4842843315
0.52 	0.003275 43.0405291591
0.52 	0.0033 45.651045131
0.52 	0.003325 48.3131740809
0.52 	0.00335 51.0236044011
0.52 	0.003375 53.779164695
0.52 	0.0034 56.5768228
0.52 	0.003425 59.4135031294
0.52 	0.00345 62.2861247606
0.52 	0.003475 65.1919351018
0.52 	0.0035 68.1278774914
0.52 	0.003525 71.0905912589
0.52 	0.00355 74.0760564826
0.52 	0.003575 77.0829551969
0.52 	0.0036 80.1118994865
0.52 	0.003625 83.1639001209
0.52 	0.00365 86.2367349649
0.52 	0.003675 89.3285273835
0.52 	0.0037 92.4367475945
0.52 	0.003725 95.5591279279
0.52 	0.00375 98.6933578569
0.52 	0.003775 101.837161442
0.52 	0.0038 104.988248768
0.52 	0.003825 108.144274941
0.52 	0.00385 111.30289286
0.52 	0.003875 114.461718683
0.52 	0.0039 117.618340606
0.52 	0.003925 120.980172815
0.52 	0.00395 124.073249813
0.52 	0.003975 127.155182052
0.52 	0.004 130.223413835
0.524 	0.002 20.878267896
0.524 	0.002025 18.8909201698
0.524 	0.00205 16.9959813052
0.524 	0.002075 15.194528612
0.524 	0.0021 13.487630557
0.524 	0.002125 11.8764178731
0.524 	0.00215 10.3620583286
0.524 	0.002175 8.9457843875
0.524 	0.0022 7.62889534598
0.524 	0.002225 6.41278010715
0.524 	0.00225 5.2987923147
0.524 	0.002275 4.28837530428
0.524 	0.0023 3.38286523842
0.524 	0.002325 2.58352536817
0.524 	0.00235 1.89147413878
0.524 	0.002375 1.30765593614
0.524 	0.0024 0.832779431293
0.524 	0.002425 0.46735398508
0.524 	0.00245 0.211609225201
0.524 	0.002475 0.0653707226268
0.524 	0.0025 0.0211855316586
0.524 	0.002525 0.0287583133902
0.524 	0.00255 0.109856631984
0.524 	0.002575 0.297986156597
0.524 	0.0026 0.593869120453
0.524 	0.002625 0.996736422675
0.524 	0.00265 1.5055920332
0.524 	0.002675 2.11924852702
0.524 	0.0027 2.81051744986
0.524 	0.002725 3.60988351485
0.524 	0.00275 4.50762419182
0.524 	0.002775 5.50179293916
0.524 	0.0028 6.59063024849
0.524 	0.002825 7.77237460635
0.524 	0.00285 9.04532963931
0.524 	0.002875 10.4077583637
0.524 	0.0029 11.8580960065
0.524 	0.002925 13.3948362889
0.524 	0.00295 15.0165240189
0.524 	0.002975 16.7215852174
0.524 	0.003 18.5086524625
0.524 	0.003025 20.3762001709
0.524 	0.00305 22.3224680427
0.524 	0.003075 24.3458428007
0.524 	0.0031 26.444418726
0.524 	0.003125 28.6160204315
0.524 	0.00315 30.8585654538
0.524 	0.003175 33.169673057
0.524 	0.0032 35.5465544877
0.524 	0.003225 37.9870707573
0.524 	0.00325 40.4879201155
0.524 	0.003275 43.0443837491
0.524 	0.0033 45.654976013
0.524 	0.003325 48.3171016251
0.524 	0.00335 51.0275578944
0.524 	0.003375 53.7831230307
0.524 	0.0034 56.5807582222
0.524 	0.003425 59.4174072998
0.524 	0.00345 62.2901515854
0.524 	0.003475 65.1959440836
0.524 	0.0035 68.1318891542
0.524 	0.003525 71.0944723033
0.524 	0.00355 74.0799245818
0.524 	0.003575 77.0868496804
0.524 	0.0036 80.1156182309
0.524 	0.003625 83.1674624206
0.524 	0.00365 86.2402454007
0.524 	0.003675 89.3318841542
0.524 	0.0037 92.4399575736
0.524 	0.003725 95.5621570845
0.524 	0.00375 98.6962081134
0.524 	0.003775 101.839819276
0.524 	0.0038 104.990695444
0.524 	0.003825 108.146500337
0.524 	0.00385 111.304881565
0.524 	0.003875 114.463457011
0.524 	0.0039 117.619814479
0.524 	0.003925 120.980626221
0.524 	0.00395 124.073466073
0.524 	0.003975 127.155147333
0.524 	0.004 130.223118502
0.528 	0.002 20.9179994314
0.528 	0.002025 18.929461308
0.528 	0.00205 17.0333072255
0.528 	0.002075 15.2306515218
0.528 	0.0021 13.5225271589
0.528 	0.002125 11.9100800769
0.528 	0.00215 10.3944888525
0.528 	0.002175 8.97699449232
0.528 	0.0022 7.65891751057
0.528 	0.002225 6.44161980844
0.528 	0.00225 5.32648598986
0.528 	0.002275 4.3149753904
0.528 	0.0023 3.40837556868
0.528 	0.002325 2.60800359828
0.528 	0.00235 1.9149630502
0.528 	0.002375 1.33020309768
0.528 	0.0024 0.85443235286
0.528 	0.002425 0.488167623488
0.528 	0.00245 0.231641716074
0.528 	0.002475 0.0846852425016
0.528 	0.0025 0.0400156168891
0.528 	0.002525 0.0472900103052
0.528 	0.00255 0.127171064551
0.528 	0.002575 0.314047132873
0.528 	0.0026 0.608751931837
0.528 	0.002625 1.01052484737
0.528 	0.00265 1.51836426593
0.528 	0.002675 2.13109291444
0.528 	0.0027 2.82181423775
0.528 	0.002725 3.62057383015
0.528 	0.00275 4.51772551297
0.528 	0.002775 5.5113734172
0.528 	0.0028 6.59985222413
0.528 	0.002825 7.78130591751
0.528 	0.00285 9.05404039031
0.528 	0.002875 10.4163919326
0.528 	0.0029 11.8667055028
0.528 	0.002925 13.4034963916
0.528 	0.00295 15.0252581084
0.528 	0.002975 16.7305171241
0.528 	0.003 18.5177826534
0.528 	0.003025 20.3855575682
0.528 	0.00305 22.33212944
0.528 	0.003075 24.3557064414
0.528 	0.0031 26.454468956
0.528 	0.003125 28.626329501
0.528 	0.00315 30.8690568332
0.528 	0.003175 33.1803722145
0.528 	0.0032 35.557398921
0.528 	0.003225 37.9980184197
0.528 	0.00325 40.4989910879
0.528 	0.003275 43.0561447752
0.528 	0.0033 45.6667128918
0.528 	0.003325 48.3288262653
0.528 	0.00335 51.0393284274
0.528 	0.003375 53.7950190185
0.528 	0.0034 56.5927823084
0.528 	0.003425 59.4296283684
0.528 	0.00345 62.3023728985
0.528 	0.003475 65.2082971649
0.528 	0.0035 68.1444317253
0.528 	0.003525 71.1066775353
0.528 	0.00355 74.0922408645
0.528 	0.003575 77.0992600352
0.528 	0.0036 80.1279560607
0.528 	0.003625 83.1795264485
0.528 	0.00365 86.2522096585
0.528 	0.003675 89.3436382664
0.528 	0.0037 92.4515130823
0.528 	0.003725 95.5734808851
0.528 	0.00375 98.7072827092
0.528 	0.003775 101.850615408
0.528 	0.0038 105.001189808
0.528 	0.003825 108.15666955
0.528 	0.00385 111.314699523
0.528 	0.003875 114.472896931
0.528 	0.0039 117.628852999
0.528 	0.003925 120.988000193
0.528 	0.00395 124.080460949
0.528 	0.003975 127.161739267
0.528 	0.004 130.229275376
0.532 	0.002 20.9727850444
0.532 	0.002025 18.9826934994
0.532 	0.00205 17.0849293582
0.532 	0.002075 15.2805777475
0.532 	0.0021 13.570751372
0.532 	0.002125 11.9565949051
0.532 	0.00215 10.4393019443
0.532 	0.002175 9.02011483874
0.532 	0.0022 7.70035036304
0.532 	0.002225 6.4814447995
0.532 	0.00225 5.36473527375
0.532 	0.002275 4.35164198869
0.532 	0.0023 3.44356463036
0.532 	0.002325 2.64191017641
0.532 	0.00235 1.94760469032
0.532 	0.002375 1.36122938387
0.532 	0.0024 0.884194680354
0.532 	0.002425 0.516738808505
0.532 	0.00245 0.259098206992
0.532 	0.002475 0.11110964506
0.532 	0.0025 0.0657045795012
0.532 	0.002525 0.0726033903461
