## ------------------------------------------------------------------------------------------------
## T2K Run 1-4 Numu-Disappearance Analysis -2dlnL Data ##
## Contents of this file include: 
##  (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal Hierarchy
##  (2) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{32} Normal Hierarchy
##  (3) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Inverted Hierarchy
##  (4) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{13} Inverted Hierarchy
##  (5) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{32}) Normal Hierarchy
##  (6) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{13}) Inverted Hierarchy
##  (7) 68% CL Feldman-Cousins Contours, Normal Hierarchy
##  (8) 90% CL Feldman-Cousins Contours, Normal Hierarchy
##  (9) 68% CL Feldman-Cousins Contours, Inverted Hierarchy
## (10) 90% CL Feldman-Cousins Contours, Inverted Hierarchy
## ------------------------------------------------------------------------------------------------
## (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal ##
## ------------------------------------------------------------------------------------------------
\sin^{2}(\theta_{23})	-2\Delta\lnL
0.584 	0.00215 12.4093254803
0.584 	0.002175 10.9398351243
0.584 	0.0022 9.57111469798
0.584 	0.002225 8.3033130426
0.584 	0.00225 7.1394759768
0.584 	0.002275 6.08065224504
0.584 	0.0023 5.1282966578
0.584 	0.002325 4.28375040517
0.584 	0.00235 3.54820876232
0.584 	0.002375 2.9226917957
0.584 	0.0024 2.40801951903
0.584 	0.002425 2.00480690515
0.584 	0.00245 1.71337410588
0.584 	0.002475 1.53366683507
0.584 	0.0025 1.46243123515
0.584 	0.002525 1.46071935128
0.584 	0.00255 1.51048106367
0.584 	0.002575 1.66102199998
0.584 	0.0026 1.92153538108
0.584 	0.002625 2.29169314857
0.584 	0.00265 2.77054997296
0.584 	0.002675 3.35713612709
0.584 	0.0027 4.05003982487
0.584 	0.002725 4.84775366952
0.584 	0.00275 5.7005041795
0.584 	0.002775 6.68234422914
0.584 	0.0028 7.76210258599
0.584 	0.002825 8.93810123227
0.584 	0.00285 10.2085338472
0.584 	0.002875 11.5714291467
0.584 	0.0029 13.025024169
0.584 	0.002925 14.567465874
0.584 	0.00295 16.1967767435
0.584 	0.002975 17.9112016482
0.584 	0.003 19.7087297902
0.584 	0.003025 21.5874346989
0.584 	0.00305 23.5452410494
0.584 	0.003075 25.5800710225
0.584 	0.0031 27.689708528
0.584 	0.003125 29.8718056761
0.584 	0.00315 32.1238988495
0.584 	0.003175 34.4435155797
0.584 	0.0032 36.8280211288
0.584 	0.003225 39.2745700156
0.584 	0.00325 41.7803999969
0.584 	0.003275 44.342619118
0.584 	0.0033 46.95831058
0.584 	0.003325 49.6245021811
0.584 	0.00335 52.3380074466
0.584 	0.003375 55.0958390122
0.584 	0.0034 57.894890982
0.584 	0.003425 60.7321727132
0.584 	0.00345 63.604718454
0.584 	0.003475 66.5094806484
0.584 	0.0035 69.4436315937
0.584 	0.003525 72.4040451319
0.584 	0.00355 75.3878968934
0.584 	0.003575 78.392020785
0.584 	0.0036 81.4136510664
0.584 	0.003625 84.4552465126
0.584 	0.00365 87.5166266131
0.584 	0.003675 90.595487423
0.584 	0.0037 93.6895221908
0.584 	0.003725 96.7964142845
0.584 	0.00375 99.9138518505
0.584 	0.003775 103.039494623
0.584 	0.0038 106.170981841
0.584 	0.003825 109.305993887
0.584 	0.00385 112.719347352
0.584 	0.003875 115.810806545
0.584 	0.0039 118.896906986
0.584 	0.003925 121.975249881
0.584 	0.00395 125.04341173
0.584 	0.003975 128.098914992
0.584 	0.004 131.139175888
0.588 	0.002 23.5569673914
0.588 	0.002025 21.5153790873
0.588 	0.00205 19.5639625642
0.588 	0.002075 17.7043153912
0.588 	0.0021 15.9395152028
0.588 	0.002125 14.2691288921
0.588 	0.00215 12.6963675481
0.588 	0.002175 11.2223416721
0.588 	0.0022 9.8486921108
0.588 	0.002225 8.57704939613
0.588 	0.00225 7.40901407667
0.588 	0.002275 6.34613127834
0.588 	0.0023 5.38986111263
0.588 	0.002325 4.5415471841
0.588 	0.00235 3.80238571492
0.588 	0.002375 3.17339745455
0.588 	0.0024 2.65540364891
0.588 	0.002425 2.24903300186
0.588 	0.00245 1.95457613686
0.588 	0.002475 1.77201074519
0.588 	0.0025 1.69832432121
0.588 	0.002525 1.69585607716
0.588 	0.00255 1.74352941743
0.588 	0.002575 1.89091114236
0.588 	0.0026 2.14846137506
0.588 	0.002625 2.5157527583
0.588 	0.00265 2.99195877234
0.588 	0.002675 3.57601967433
0.588 	0.0027 4.2665989207
0.588 	0.002725 5.06224856514
0.588 	0.00275 5.91497829524
0.588 	0.002775 6.89531311655
0.588 	0.0028 7.97396238158
0.588 	0.002825 9.14903045933
0.588 	0.00285 10.4187358481
0.588 	0.002875 11.7811555443
0.588 	0.0029 13.2344703097
0.588 	0.002925 14.7767010798
0.588 	0.00295 16.4060577062
0.588 	0.002975 18.1205730128
0.588 	0.003 19.9183131152
0.588 	0.003025 21.7972601059
0.588 	0.00305 23.7553106821
0.588 	0.003075 25.7904125801
0.588 	0.0031 27.9002009752
0.588 	0.003125 30.0824117614
0.588 	0.00315 32.3345738184
0.588 	0.003175 34.6541038099
0.588 	0.0032 37.0384219956
0.588 	0.003225 39.4846712062
0.588 	0.00325 41.990137408
0.588 	0.003275 44.5518806014
0.588 	0.0033 47.1669446374
0.588 	0.003325 49.8323610179
0.588 	0.00335 52.5450909977
0.588 	0.003375 55.3021263035
0.588 	0.0034 58.100316749
0.588 	0.003425 60.9367697298
0.588 	0.00345 63.8083842659
0.588 	0.003475 66.7122327132
0.588 	0.0035 69.6453315423
0.588 	0.003525 72.6046525715
0.588 	0.00355 75.5871580086
0.588 	0.003575 78.5898660222
0.588 	0.0036 81.6098778258
0.588 	0.003625 84.6494486884
0.588 	0.00365 87.7086859229
0.588 	0.003675 90.7852753289
0.588 	0.0037 93.8769042706
0.588 	0.003725 96.981251128
0.588 	0.00375 100.095998164
0.588 	0.003775 103.218803588
0.588 	0.0038 106.347297534
0.588 	0.003825 109.479154812
0.588 	0.00385 112.880282961
0.588 	0.003875 115.968655063
0.588 	0.0039 119.051508305
0.588 	0.003925 122.126442409
0.588 	0.00395 125.191034052
0.588 	0.003975 128.242800913
0.588 	0.004 131.279144781
0.592 	0.002 23.8951568741
0.592 	0.002025 21.8489196478
0.592 	0.00205 19.8927050889
0.592 	0.002075 18.0290981848
0.592 	0.0021 16.2599028837
0.592 	0.002125 14.5855245109
0.592 	0.00215 13.0077344693
0.592 	0.002175 11.5293218567
0.592 	0.0022 10.1513789118
0.592 	0.002225 8.8755569354
0.592 	0.00225 7.70347086603
0.592 	0.002275 6.6366746048
0.592 	0.0023 5.67663259979
0.592 	0.002325 4.82468975516
0.592 	0.00235 4.08204197786
0.592 	0.002375 3.44970930914
0.592 	0.0024 2.92851274397
0.592 	0.002425 2.51907027028
0.592 	0.00245 2.22172010557
0.592 	0.002475 2.03632966869
0.592 	0.0025 1.96018161686
0.592 	0.002525 1.95703229281
0.592 	0.00255 2.00284073853
0.592 	0.002575 2.14712424789
0.592 	0.0026 2.40157176527
0.592 	0.002625 2.76605007439
0.592 	0.00265 3.23959463956
0.592 	0.002675 3.82120738617
0.592 	0.0027 4.50935585227
0.592 	0.002725 5.27703739486
0.592 	0.00275 6.15552153057
0.592 	0.002775 7.13435199689
0.592 	0.0028 8.21164622416
0.592 	0.002825 9.38564066498
0.592 	0.00285 10.6544741548
0.592 	0.002875 12.0162551928
0.592 	0.0029 13.4689960945
0.592 	0.002925 15.0109650687
0.592 	0.00295 16.6401311376
0.592 	0.002975 18.354570463
0.592 	0.003 20.1522966805
0.592 	0.003025 22.0312725822
0.592 	0.00305 23.9893886322
0.592 	0.003075 26.0243783837
0.592 	0.0031 28.1341370523
0.592 	0.003125 30.3162295523
0.592 	0.00315 32.5681713225
0.592 	0.003175 34.8873965399
0.592 	0.0032 37.2712917484
0.592 	0.003225 39.7170252531
0.592 	0.00325 42.2218554086
0.592 	0.003275 44.7828624153
0.592 	0.0033 47.3970914661
0.592 	0.003325 50.0615806598
0.592 	0.00335 52.7733047812
0.592 	0.003375 55.5292556949
0.592 	0.0034 58.3263458518
0.592 	0.003425 61.1616082394
0.592 	0.00345 64.0320935894
0.592 	0.003475 66.9346254373
0.592 	0.0035 69.8662535894
0.592 	0.003525 72.8240835804
0.592 	0.00355 75.8050332269
0.592 	0.003575 78.8060462364
0.592 	0.0036 81.824148979
0.592 	0.003625 84.8614212436
0.592 	0.00365 87.9182332465
0.592 	0.003675 90.9922685504
0.592 	0.0037 94.0812031536
0.592 	0.003725 97.1827085335
0.592 	0.00375 100.29446378
0.592 	0.003775 103.414116426
0.592 	0.0038 106.539325882
0.592 	0.003825 109.667712086
0.592 	0.00385 113.055907015
0.592 	0.003875 116.140880742
0.592 	0.0039 119.220168632
0.592 	0.003925 122.291378997
0.592 	0.00395 125.352076022
0.592 	0.003975 128.399775902
0.592 	0.004 131.431872907
0.596 	0.002 24.2571176089
0.596 	0.002025 22.2068846951
0.596 	0.00205 20.2469991635
0.596 	0.002075 18.378698265
0.596 	0.0021 16.6053652951
0.596 	0.002125 14.9267406893
0.596 	0.00215 13.3445056138
0.596 	0.002175 11.8619033388
0.596 	0.0022 10.4798630404
0.596 	0.002225 9.20005599708
0.596 	0.00225 8.02411066475
0.596 	0.002275 6.95358875591
0.596 	0.0023 5.98995798026
0.596 	0.002325 5.1346115888
0.596 	0.00235 4.38859911134
0.596 	0.002375 3.75308317193
0.596 	0.0024 3.2288347369
0.596 	0.002425 2.81647190851
0.596 	0.00245 2.51632130964
0.596 	0.002475 2.32827695352
0.596 	0.0025 2.24980759578
0.596 	0.002525 2.2458914191
0.596 	0.00255 2.2899789003
0.596 	0.002575 2.43122501444
0.596 	0.0026 2.68267759772
0.596 	0.002625 3.04432358517
0.596 	0.00265 3.5151368963
0.596 	0.002675 4.09413772542
0.596 	0.0027 4.7799887249
0.596 	0.002725 5.57122873019
0.596 	0.00275 6.46637805713
0.596 	0.002775 7.40096185968
0.596 	0.0028 8.47690003299
0.596 	0.002825 9.64962553116
0.596 	0.00285 10.9174187519
0.596 	0.002875 12.2783604444
0.596 	0.0029 13.7304690642
0.596 	0.002925 15.2718635169
0.596 	0.00295 16.9006361002
0.596 	0.002975 18.6147741377
0.596 	0.003 20.4122411279
0.596 	0.003025 22.290975665
0.596 	0.00305 24.2487868973
0.596 	0.003075 26.2835710634
0.596 	0.0031 28.3930559729
0.596 	0.003125 30.5746953673
0.596 	0.00315 32.8261027399
0.596 	0.003175 35.1447603137
0.596 	0.0032 37.52795402
0.596 	0.003225 39.9728991804
0.596 	0.00325 42.4768748196
0.596 	0.003275 45.0368237106
0.596 	0.0033 47.6499496892
0.596 	0.003325 50.3132317568
0.596 	0.00335 53.0236505221
0.596 	0.003375 55.7782393409
0.596 	0.0034 58.5739401046
0.596 	0.003425 61.4077007747
0.596 	0.00345 64.2765869938
0.596 	0.003475 67.1774966029
0.596 	0.0035 70.1075181273
0.596 	0.003525 73.0635100168
0.596 	0.00355 76.0425041477
0.596 	0.003575 79.0414744258
0.596 	0.0036 82.0573353476
0.596 	0.003625 85.0920116087
0.596 	0.00365 88.1460957513
0.596 	0.003675 91.2172641804
0.596 	0.0037 94.3031892178
0.596 	0.003725 97.401548136
0.596 	0.00375 100.509988625
0.596 	0.003775 103.626176173
0.596 	0.0038 106.74775352
0.596 	0.003825 110.162166321
0.596 	0.00385 113.246910276
0.596 	0.003875 116.328157419
0.596 	0.0039 119.403555892
0.596 	0.003925 122.470700639
0.596 	0.00395 125.52716136
0.596 	0.003975 128.570444902
0.596 	0.004 131.597946966
0.6 	0.002 24.6436425102
0.6 	0.002025 22.5896501119
0.6 	0.00205 20.6263286726
0.6 	0.002075 18.7540375071
0.6 	0.0021 16.9768158393
0.6 	0.002125 15.2941448965
0.6 	0.00215 13.7077598515
0.6 	0.002175 12.2212117899
0.6 	0.0022 10.835315647
0.6 	0.002225 9.55176167688
0.6 	0.00225 8.37219080924
0.6 	0.002275 7.29820390574
0.6 	0.0023 6.33120786504
0.6 	0.002325 5.47254065067
0.6 	0.00235 4.72346420989
0.6 	0.002375 4.08495847743
0.6 	0.0024 3.55789273416
0.6 	0.002425 3.14270352069
0.6 	0.00245 2.83993582105
0.6 	0.002475 2.64936027435
0.6 	0.0025 2.56862401358
0.6 	0.002525 2.56401261881
0.6 	0.00255 2.60660740763
0.6 	0.002575 2.74481538128
0.6 	0.0026 2.99341065727
0.6 	0.002625 3.35213652882
0.6 	0.00265 3.8202340449
0.6 	0.002675 4.39664290051
0.6 	0.0027 5.08004542235
0.6 	0.002725 5.84688230694
0.6 	0.00275 6.7215230875
0.6 	0.002775 7.69693625331
0.6 	0.0028 8.77125339285
0.6 	0.002825 9.94262637626
0.6 	0.00285 11.2092291263
0.6 	0.002875 12.5691032731
0.6 	0.0029 14.0203480602
0.6 	0.002925 15.5611634865
0.6 	0.00295 17.1891439771
0.6 	0.002975 18.9027060399
0.6 	0.003 20.699655669
0.6 	0.003025 22.5779099112
0.6 	0.00305 24.5352641879
0.6 	0.003075 26.5694117958
0.6 	0.0031 28.6782148349
0.6 	0.003125 30.8592199178
0.6 	0.00315 33.1098411319
0.6 	0.003175 35.4276065915
0.6 	0.0032 37.8097739623
0.6 	0.003225 40.2536113407
0.6 	0.00325 42.7563254803
0.6 	0.003275 45.3149915044
0.6 	0.0033 47.9267055889
0.6 	0.003325 50.5884782095
0.6 	0.00335 53.2973082528
0.6 	0.003375 56.0501924117
0.6 	0.0034 58.8441447559
0.6 	0.003425 61.6760862597
0.6 	0.00345 64.5431078247
0.6 	0.003475 67.4420205059
0.6 	0.0035 70.3699070936
0.6 	0.003525 73.3237543106
0.6 	0.00355 76.3004992295
0.6 	0.003575 79.2970336918
0.6 	0.0036 82.3103130286
0.6 	0.003625 85.3420730158
0.6 	0.00365 88.3931138438
0.6 	0.003675 91.4610858977
0.6 	0.0037 94.5436736735
0.6 	0.003725 97.6385347729
0.6 	0.00375 100.743330842
0.6 	0.003775 103.855715461
0.6 	0.0038 106.97330759
0.6 	0.003825 110.373153807
0.6 	0.00385 113.453995418
0.6 	0.003875 116.531168528
0.6 	0.0039 119.60231858
0.6 	0.003925 122.665051728
0.6 	0.00395 125.716929098
0.6 	0.003975 128.755434461
0.6 	0.004 131.77796791
0.604 	0.002 25.0564286432
0.604 	0.002025 22.9989704765
0.604 	0.00205 21.031581595
0.604 	0.002075 19.1570304397
0.604 	0.0021 17.374190355
0.604 	0.002125 15.688798892
0.604 	0.00215 14.0985694708
0.604 	0.002175 12.6083644943
0.604 	0.0022 11.2188976079
0.604 	0.002225 9.93187684025
0.604 	0.00225 8.74895439354
0.604 	0.002275 7.67173386928
0.604 	0.0023 6.70160448321
0.604 	0.002325 5.83997378958
0.604 	0.00235 5.08802190993
0.604 	0.002375 4.44675613711
0.604 	0.0024 3.9170261317
0.604 	0.002425 3.49929809053
0.604 	0.00245 3.19404249133
0.604 	0.002475 3.00109486264
0.604 	0.0025 2.9182074035
0.604 	0.002525 2.9128805564
0.604 	0.00255 2.95411085458
0.604 	0.002575 3.08956108403
0.604 	0.0026 3.33516812655
0.604 	0.002625 3.69105904872
0.604 	0.00265 4.15649483991
0.604 	0.002675 4.73032648553
0.604 	0.0027 5.41124183206
0.604 	0.002725 6.19789352845
0.604 	0.00275 7.0886815344
0.604 	0.002775 8.02377624002
0.604 	0.0028 9.09639918648
0.604 	0.002825 10.2662657725
0.604 	0.00285 11.5315054726
0.604 	0.002875 12.890143496
0.604 	0.0029 14.3402856853
0.604 	0.002925 15.8799522674
0.604 	0.00295 17.5071986885
0.604 	0.002975 19.2199255808
0.604 	0.003 21.0160723276
0.604 	0.003025 22.8935130379
0.604 	0.00305 24.8499786865
0.604 	0.003075 26.8833607883
0.604 	0.0031 28.9912618845
0.604 	0.003125 31.1711779815
0.604 	0.00315 33.42072693
0.604 	0.003175 35.7372583012
0.604 	0.0032 38.1181010693
0.604 	0.003225 40.5604951351
0.604 	0.00325 43.0616357625
0.604 	0.003275 45.6186219895
0.604 	0.0033 48.2285712134
0.604 	0.003325 50.8884857109
0.604 	0.00335 53.5953852404
0.604 	0.003375 56.3462236426
0.604 	0.0034 59.1380837935
0.604 	0.003425 61.9678311097
0.604 	0.00345 64.8325231152
0.604 	0.003475 67.729144905
0.604 	0.0035 70.6546298508
0.604 	0.003525 73.6058839687
0.604 	0.00355 76.5799429559
0.604 	0.003575 79.5736589396
0.604 	0.0036 82.5839601681
0.604 	0.003625 85.6124643794
0.604 	0.00365 88.6601075225
0.604 	0.003675 91.7245475228
0.604 	0.0037 94.8034449222
0.604 	0.003725 97.8944759684
0.604 	0.00375 100.995260234
0.604 	0.003775 104.103461256
0.604 	0.0038 107.523223885
0.604 	0.003825 110.601288928
0.604 	0.00385 113.677862801
0.604 	0.003875 116.75059799
0.604 	0.0039 119.817142578
0.604 	0.003925 122.875093637
0.604 	0.00395 125.921999792
0.604 	0.003975 128.955357175
0.604 	0.004 131.972541815
0.608 	0.002 25.495805519
0.608 	0.002025 23.4352169648
0.608 	0.00205 21.4645616897
0.608 	0.002075 19.5856807654
0.608 	0.0021 17.8004094032
0.608 	0.002125 16.111693832
0.608 	0.00215 14.5179943797
0.608 	0.002175 13.0244642731
0.608 	0.0022 11.6317531858
0.608 	0.002225 10.34158554
0.608 	0.00225 9.1556427453
0.608 	0.002275 8.07544504355
0.608 	0.0023 7.1025259714
0.608 	0.002325 6.23818797292
0.608 	0.00235 5.48362628639
0.608 	0.002375 4.83984028314
0.608 	0.0024 4.30769250415
0.608 	0.002425 3.88761676709
0.608 	0.00245 3.58005445233
0.608 	0.002475 3.38495575902
0.608 	0.0025 3.29998327502
0.608 	0.002525 3.29411894555
0.608 	0.00255 3.33400922761
0.608 	0.002575 3.46667819613
0.608 	0.0026 3.70956425337
0.608 	0.002625 4.06270762341
0.608 	0.00265 4.52540382564
0.608 	0.002675 5.09670400843
0.608 	0.0027 5.7751149652
0.608 	0.002725 6.54111826628
0.608 	0.00275 7.44783125634
0.608 	0.002775 8.38317041488
0.608 	0.0028 9.45395313623
0.608 	0.002825 10.6220779006
0.608 	0.00285 11.8857460922
0.608 	0.002875 13.242975994
0.608 	0.0029 14.691790965
0.608 	0.002925 16.2302261431
0.608 	0.00295 17.8563015905
0.608 	0.002975 19.5678999256
0.608 	0.003 21.3629588096
0.608 	0.003025 23.2393016484
0.608 	0.00305 25.194618128
0.608 	0.003075 27.2267966934
0.608 	0.0031 29.333457822
0.608 	0.003125 31.5120427886
0.608 	0.00315 33.7600922508
0.608 	0.003175 36.0750609334
0.608 	0.0032 38.4541981036
0.608 	0.003225 40.8947941425
0.608 	0.00325 43.3940313239
0.608 	0.003275 45.948987808
0.608 	0.0033 48.5567745496
0.608 	0.003325 51.2144515667
0.608 	0.00335 53.9190306743
0.608 	0.003375 56.6674909158
0.608 	0.0034 59.456842665
0.608 	0.003425 62.2840043289
0.608 	0.00345 65.146040364
0.608 	0.003475 68.039898289
0.608 	0.0035 70.9624999023
0.608 	0.003525 73.9108222244
0.608 	0.00355 76.8817595991
0.608 	0.003575 79.8722517601
0.608 	0.0036 82.8791495393
0.608 	0.003625 85.9040409025
0.608 	0.00365 88.9479265851
0.608 	0.003675 92.0084751564
0.608 	0.0037 95.0833137168
0.608 	0.003725 98.1701094157
0.608 	0.00375 101.266522598
0.608 	0.003775 104.37017691
0.608 	0.0038 107.773700331
0.608 	0.003825 110.847296629
0.608 	0.00385 113.919224681
0.608 	0.003875 116.987143128
0.608 	0.0039 120.048692911
0.608 	0.003925 123.101474338
0.608 	0.00395 126.143020211
0.608 	0.003975 129.170849366
0.608 	0.004 132.182279746
0.612 	0.002 25.96392225
0.612 	0.002025 23.8992137821
0.612 	0.00205 21.9256743781
0.612 	0.002075 20.0438197903
0.612 	0.0021 18.2557790259
0.612 	0.002125 16.5626629451
0.612 	0.00215 14.967076637
0.612 	0.002175 13.4706444002
0.612 	0.0022 12.0750158053
0.612 	0.002225 10.7820470565
0.612 	0.00225 9.59341538328
0.612 	0.002275 8.51064753281
0.612 	0.0023 7.53522742619
0.612 	0.002325 6.66847149293
0.612 	0.00235 5.91159525691
0.612 	0.002375 5.26557287562
0.612 	0.0024 4.73124575238
0.612 	0.002425 4.30907750991
0.612 	0.00245 3.99951828726
0.612 	0.002475 3.80237072968
0.612 	0.0025 3.71553836141
0.612 	0.002525 3.70912450897
0.612 	0.00255 3.74789956164
0.612 	0.002575 3.87803710968
0.612 	0.0026 4.11808821747
0.612 	0.002625 4.46853997691
0.612 	0.00265 4.92864395406
0.612 	0.002675 5.49728220161
0.612 	0.0027 6.17316825814
0.612 	0.002725 6.93866801875
0.612 	0.00275 7.84102708854
0.612 	0.002775 8.82975058756
0.612 	0.0028 9.84528885441
0.612 	0.002825 11.0116114249
0.612 	0.00285 12.2735108338
0.612 	0.002875 13.6290499719
0.612 	0.0029 15.0763550643
0.612 	0.002925 16.6132906832
0.612 	0.00295 18.2379199229
0.612 	0.002975 19.9481062788
0.612 	0.003 21.7417549844
0.612 	0.003025 23.6166232543
0.612 	0.00305 25.5705062661
0.612 	0.003075 27.6011564003
0.612 	0.0031 29.7061615264
0.612 	0.003125 31.8830428195
0.612 	0.00315 34.1292901252
0.612 	0.003175 36.4422943893
0.612 	0.0032 38.8193840502
0.612 	0.003225 41.2577831818
0.612 	0.00325 43.7546896945
0.612 	0.003275 46.3072419206
0.612 	0.0033 48.9125123766
0.612 	0.003325 51.5675708245
0.612 	0.00335 54.2694066434
0.612 	0.003375 57.0150601362
0.612 	0.0034 59.8014970728
0.612 	0.003425 62.6256824112
0.612 	0.00345 65.4846452664
0.612 	0.003475 68.3752954085
0.612 	0.0035 71.2946278114
0.612 	0.003525 74.2395229068
0.612 	0.00355 77.2069129718
0.612 	0.003575 80.1937140814
0.612 	0.0036 83.196755802
0.612 	0.003625 86.2176553653
0.612 	0.00365 89.2574035235
0.612 	0.003675 92.3136501461
0.612 	0.0037 95.3840463764
0.612 	0.003725 98.4662405975
0.612 	0.00375 101.557873911
0.612 	0.003775 104.974943677
0.612 	0.0038 108.043182062
0.612 	0.003825 111.111914075
0.612 	0.00385 114.178791227
0.612 	0.003875 117.241492734
0.612 	0.0039 120.297646336
0.612 	0.003925 123.344844683
0.612 	0.00395 126.380649921
0.612 	0.003975 129.402532703
0.612 	0.004 132.407783997
0.616 	0.002 26.4575653676
0.616 	0.002025 24.3917735545
0.616 	0.00205 22.4158496614
0.616 	0.002075 20.531372221
0.616 	0.0021 18.7409540393
0.616 	0.002125 17.04501015
0.616 	0.00215 15.4468353872
0.616 	0.002175 13.94786006
0.616 	0.0022 12.5497843652
0.616 	0.002225 11.2543897025
0.616 	0.00225 10.0634469486
0.616 	0.002275 8.97845728805
0.616 	0.0023 8.00090332679
0.616 	0.002325 7.13207330498
0.616 	0.00235 6.373203287
0.616 	0.002375 5.7252450684
0.616 	0.0024 5.18898600306
0.616 	0.002425 4.76502033755
0.616 	0.00245 4.45365083256
0.616 	0.002475 4.25479242308
0.616 	0.0025 4.16619539373
0.616 	0.002525 4.15929718034
0.616 	0.00255 4.19710469948
0.616 	0.002575 4.3246447216
0.616 	0.0026 4.56206040762
0.616 	0.002625 4.91001439029
0.616 	0.00265 5.36746211814
0.616 	0.002675 5.93351217084
0.616 	0.0027 6.60685709234
0.616 	0.002725 7.37198710629
0.616 	0.00275 8.26969000481
0.616 	0.002775 9.25599091613
0.616 	0.0028 10.2719967636
0.616 	0.002825 11.4362686769
0.616 	0.00285 12.6962366236
0.616 	0.002875 14.0499080994
0.616 	0.0029 15.4953619623
0.616 	0.002925 17.0305670027
0.616 	0.00295 18.6534631372
0.616 	0.002975 20.3619355704
0.616 	0.003 22.1538338575
0.616 	0.003025 24.0269119817
0.616 	0.00305 25.9790317135
0.616 	0.003075 28.007757897
0.616 	0.0031 30.1107844809
0.616 	0.003125 32.2855847187
0.616 	0.00315 34.5295960778
0.616 	0.003175 36.8402539574
0.616 	0.0032 39.2148969961
0.616 	0.003225 41.6506930819
0.616 	0.00325 44.1449047524
0.616 	0.003275 46.6946357499
0.616 	0.0033 49.2969426273
0.616 	0.003325 51.9489456238
0.616 	0.00335 54.6476549386
0.616 	0.003375 57.3900527257
0.616 	0.0034 60.1731193278
0.616 	0.003425 62.9938879798
0.616 	0.00345 65.8492927488
0.616 	0.003475 68.7363137756
0.616 	0.0035 71.6519104346
0.616 	0.003525 74.5929494002
0.616 	0.00355 77.5563313934
0.616 	0.003575 80.5389339751
0.616 	0.0036 83.5376403488
0.616 	0.003625 86.5541505018
0.616 	0.00365 89.5893609915
0.616 	0.003675 92.6409157413
0.616 	0.0037 95.7064594345
0.616 	0.003725 98.7836357977
0.616 	0.00375 101.870083749
0.616 	0.003775 105.269280198
0.616 	0.0038 108.332399645
0.616 	0.003825 111.395845932
0.616 	0.00385 114.457266496
0.616 	0.003875 117.514336282
0.616 	0.0039 120.564680291
0.616 	0.003925 123.60589554
0.616 	0.00395 126.635521117
0.616 	0.003975 129.651026357
0.616 	0.004 132.64966651
0.62 	0.002 26.9813306263
0.62 	0.002025 24.9136935713
0.62 	0.00205 22.9357736139
0.62 	0.002075 21.0492156634
0.62 	0.0021 19.2561932497
0.62 	0.002125 17.5585715672
0.62 	0.00215 15.958262115
0.62 	0.002175 14.4571404676
0.62 	0.0022 13.0570626211
0.62 	0.002225 11.7597392987
0.62 	0.00225 10.5668681173
0.62 	0.002275 9.4800164127
0.62 	0.0023 8.50072995112
0.62 	0.002325 7.63019973497
0.62 	0.00235 6.86972603146
0.62 	0.002375 6.22010490663
0.62 	0.0024 5.68230466212
0.62 	0.002425 5.25672919247
0.62 	0.00245 4.94374481354
0.62 	0.002475 4.74337164034
0.62 	0.0025 4.65328421853
0.62 	0.002525 4.64606058045
0.62 	0.00255 4.68305230538
0.62 	0.002575 4.80814624253
0.62 	0.0026 5.04302367557
0.62 	0.002625 5.3882983869
0.62 	0.00265 5.84327701744
0.62 	0.002675 6.4067475503
0.62 	0.0027 7.07750599475
0.62 	0.002725 7.85424208771
0.62 	0.00275 8.73530720249
0.62 	0.002775 9.71895933471
0.62 	0.0028 10.7354190428
0.62 	0.002825 11.8975680917
0.62 	0.00285 13.1553162465
0.62 	0.002875 14.5068659964
0.62 	0.0029 15.9502784953
0.62 	0.002925 17.4834822328
0.62 	0.00295 19.1043271966
0.62 	0.002975 20.8107451405
0.62 	0.003 22.6005714794
0.62 	0.003025 24.471542106
0.62 	0.00305 26.4214331098
0.62 	0.003075 28.4479028781
0.62 	0.0031 30.5485622447
0.62 	0.003125 32.7208329553
0.62 	0.00315 34.9622378224
0.62 	0.003175 37.2701797679
0.62 	0.0032 39.6419325158
0.62 	0.003225 42.0747447731
0.62 	0.00325 44.5658058785
0.62 	0.003275 47.1122659596
0.62 	0.0033 49.7112393028
0.62 	0.003325 52.3597542755
0.62 	0.00335 55.0548379904
0.62 	0.003375 57.7935439092
0.62 	0.0034 60.5728033891
0.62 	0.003425 63.3896817683
0.62 	0.00345 66.2410668463
0.62 	0.003475 69.1239837708
0.62 	0.0035 72.0353165629
0.62 	0.003525 74.9720193428
0.62 	0.00355 77.9308540674
0.62 	0.003575 80.9088013384
0.62 	0.0036 83.9026550244
0.62 	0.003625 86.9143621148
0.62 	0.00365 89.9446140545
0.62 	0.003675 92.9910554985
0.62 	0.0037 96.0513234951
0.62 	0.003725 99.1230589269
0.62 	0.00375 102.20389091
0.62 	0.003775 105.584512803
0.62 	0.0038 108.642085558
0.62 	0.003825 111.699808439
